text,label
"jacquot's rendering of puccini's tale of devotion and double-cross is more than just a filmed opera . in his first stab at the form , jacquot takes a slightly anarchic approach that works only sporadically .",1
to help him complete his manuscript he hires stenographer emma .,0
""" issaquena "" chronicles the decay of a wealthy mississippi delta family in the 1930's .",0
"winnie is a free-spirited 15-year-old in a stuffy victorian household who stumbles on the tucks , a strange family hiding out on the family grounds .",0
"skins has a right to yawp , and we have a right to our grains of salt .",1
a well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .,1
"forced to think fast , the producer decides to digitally create an actress "" simone "" to sub for the star--the first totally believable synthetic actress .",0
"it might be 'easier' to watch on video at home , but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience .",1
at this far away place he bares his inside .,0
noyce films it more as a shocking history lesson than as drama .,1
sam mendes has become valedictorian at the school for soft landings and easy ways out .,1
"then , he must take the money from the e sale to the industrial district where a drunken old gun runner makes him hide in the closet when he gets a visitor then he takes the gun to a modern day opium den where t-mon , a spaced out pimp , cannot get a card trick right .",0
"forced to exist between living and dead , and only revealing their skeleton forms in the moonlight , the pirates intend to use elizabeth's blood and necklace ( a part of their curse ) to return to their normal state .",0
"an engaging and specific portrait of a culture in transition , even as it evokes humanity's most universal and timeless values .",1
"when an international criminal ( dacascos ) kidnaps the daughter of a gang leader ( dmx ) as part of a diamond heist , it causes a city's police to engage in an intensive search ( led by a government agent played by li ) , aided by the father's gangsters .",0
"whip smart , alluring as hell , dynamic , and sexually predatory .",0
"story of annette kellerman , the international swimming vaudeville and silent screen star whose life story inspired the mgm classic million dollar mermaid starring esther williams , which featured lavish busby berkeley scenes .",0
"lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness .",1
"soon , he finds that his fellow patients are being murdered one by one .",0
"during quinn's surveillance of tasha , planning for the perfect moment to make his kill , he becomes infatuated with her beauty and pure innocence .",0
"and to turn this dream into a reality he looks forward to his son , akash .",0
"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",1
"crime can most certainly pay , if you "" know wot i mean ? """,0
"as before , the resistance was able to send another t-800 as a protector for john , and its still a question of which one will reach him first . . .",0
